dwl	Walo Kumbe Dogon	Dogon				
dwr	Dawro					
dww	Dawawa	Western Oceanic				
dya	Dyan					
dyb	Dyaberdyaber					
dyd	Dyugun					
dyg	Villa Viciosa Agta	Philippine	Latn			
dyi	Djimini			Djimini Senoufo, Jimini, Jinmini		
dym	Yanda Dom Dogon	Dogon				
dyn	Dyangadi	Central New South Wales				
dyo	Jola-Fonyi			Diola-Fogny, Jola, Joola, Diola		
dyu	Dyula					
dyy	Dyaabugay					
dza	Tunzu	Kainji		Duguza		
dzg	Dazaga	Saharan		Daza, Dasaga		
dzl	Dzala			Dzalakha		
dzn	Dzando					
ebg	Ebughu					
ebk	Eastern Bontok					
ebo	Teke-Ebo					
ebr	Ebrié					
ebu	Embu					
ecr	Eteocretan		Grek			
ecs	Ecuadorian Sign Language	sign				
ecy	Eteocypriot		Cprt			
eee	E	mixed		Kjang E		
efa	Efai					
efe	Efe					
efi	Efik	Benue-Congo	Latn			
ega	Ega					
egl	Emilian	Romance	Latn	Emiliano		
ego	Eggon					
egy	Egyptian	Egyptian	Latn, Egyp, Egyd	Ancient Egyptian		
ehu	Ehueun	Edoid	Latn			
eip	Eipomek					
eit	Eitiep	Torricelli	Latn			
eiv	Askopan					
eja	Ejamat					
eka	Ekajuk	Bantoid				
eke	Ekit					
ekg	Ekari	Trans-New Guinea	Latn			
eki	Eki					
ekl	Kolhe			Kol, Kol (Bangladesh)		
ekm	Elip	Bantoid				
eko	Koti					
ekp	Ekpeye					
ekr	Yace					
eky	Eastern Kayah					
ele	Elepi	Torricelli				
elh	El Hugeirat					
eli	Nding					
elk	Elkei	Torricelli				
elm	Eleme	Benue-Congo				
elo	El Molo	Cushitic				
elu	Elu	Admiralty Islands				
elx	Elamite	isolate	Xsux			
ema	Emai	Edoid	Latn	Aoma, Ora, Emai-Iuleha-Ora		
emb	Embaloh			Maloh, Malo, Matoh, Mbaloh, Memaloh, Palin, Pari, Sangau, Sanggau		
eme	Emerillon					
emg	Eastern Meohang					
emi	Mussau-Emira	Western Oceanic	Latn			
emk	Eastern Maninkakan					
emm	Mamulique					
emn	Eman	Bantoid				
emp	Northern Emberá					
ems	Alutiiq	Yupik	Latn			
emu	Eastern Muria	Dravidian				
emw	Emplawas					
emx	Erromintxela					
emy	Epigraphic Mayan	Mayan	Maya	Classic Ch'olti'an, Ch'olti'		
ena	Apali					
enb	Markweeta	Eastern Sudanic				
enc	En					
end	Ende	Central Malayo-Polynesian	Latn			
enf	Forest Enets					
enh	Tundra Enets					
enl	Enlhet			Lengua		
enm	Middle English	West Germanic	Latn	Medieval English, Mediaeval English		Yes
enn	Engenni	Edoid	Latn			
eno	Enggano	Malayo-Polynesian				
enq	Enga					
enr	Emem					
enu	Enu	Loloish				
env	Enwan	Edoid	Latn			
enw	Enwang	Benue-Congo		Enwan		
enx	Enxet			Lengua		
eot	Eotile	Kwa	Latn	Beti		
epi	Epie	Edoid	Latn			
era	Eravallan	Dravidian				
erg	Sie					
erh	Eruwa	Edoid	Latn			
eri	Ogea					
erk	South Efate	North-Central Vanuatu	Latn	Efate, Vate, Vaté		
ero	Horpa					
err	Erre					
ers	Ersu					
ert	Eritai					
erw	Erokwanas	Halmahera-Cenderawasih				
ese	Ese Ejja	Tacanan		Tiatinagua		
esh	Eshtehardi	Iranian	fa-Arab			
esi	North Alaskan Inupiatun	Inuit	Latn			
esk	Northwest Alaska Inupiatun	Inuit				
esl	Egyptian Sign Language	sign				
esm	Esuma					
esn	Salvadoran Sign Language	sign				
eso	Estonian Sign Language	sign				
esq	Esselen					
ess	Central Siberian Yupik	Yupik	Cyrl	Central Siberian Yup'ik, St. Lawrence Yupik, St. Lawrence Yup'ik, St. Lawrence Eskimo, Siberian Yupik, Siberian Yup'ik, Siberian Yupik Eskimo, Siberian Yup'ik Eskimo, St. Lawrence Island Eskimo, St. Lawrence Island Yupik, St. Lawrence Island Yup'ik		
esu	Yup'ik	Yupik	Latn			
esy	Eskayan	constructed	Latn			
etb	Etebi					
etc	Etchemin	Algonquian				
eth	Ethiopian Sign Language	sign				
etn	Eton (Vanuatu)	Oceanic		Eton		
eto	Eton (Cameroon)	Bantu	Latn	Eton		
etr	Edolo					
ets	Yekhee	Edoid	Latn	Afenmai, Afemai, Etsako		
ett	Etruscan	Tyrsenian	Ital			
etu	Ejagham	Bantoid				
etx	Eten					
etz	Semimi					
eve	Even	Tungusic				
evh	Uvbie	Edoid	Latn			
evn	Evenki	Tungusic	Cyrl			
ewo	Ewondo	Benue-Congo	Latn			
ext	Extremaduran	Romance	Latn			
eya	Eyak	Na-Dene				
eyo	Keiyo	Eastern Sudanic				
eza	Ezaa	Volta-Niger		Ezza, Eza		
eze	Uzekwe	Benue-Congo				
faa	Fasu		Latn	Namumi, Namome, Namo Me, Kaipu, Kaibu, Some		
fab	Annobonese	creole or pidgin	Latn	Fa d'Ambu		
fad	Wagi	Trans-New Guinea				
faf	Fagani	Southeast Solomonic				
fag	Finongan	Finisterre				
fah	Baissa Fali					
fai	Faiwol					
faj	Faita					
fak	Fang (Cameroon)	Bantoid	Latn	Fang		
fal	South Fali					
fam	Fam	Bantoid				
fan	Fang (Guinea)	Bantu	Latn	Pahouin, Fang (Equatorial Guinea), Fang		
fap	Palor					
far	Fataleka	Southeast Solomonic				
fau	Fayu	Lakes Plain				
fax	Fala	Romance	Latn			
fay	Southwestern Fars					
faz	Northwestern Fars	Iranian				
fbl	West Albay Bikol					
fcs	Quebec Sign Language	sign				
fer	Feroge					
ffi	Foia Foia					
fgr	Fongoro					
fia	Nobiin					
fie	Fyer					
fip	Fipa					
fir	Firan					
fit	Meänkieli	Finnic	Latn			
fiw	Fiwaga					
fkk	Kirya-Konzel	Chadic	Latn	Kirya-Konzəl		
fkv	Kven	Finnic	Latn			
fla	Montana Salish	Salishan	Latn	Flathead, Salish, Séliš, Kalispel–Pend d'oreille, Kalispel		
flh	Foau	Lakes Plain				
fli	Fali					
fll	North Fali					
fln	Flinders Island					
flr	Fuliiru					
fly	Tsotsitaal			Flaaitaal		
fmp	Fe'fe'	Bamileke				
fmu	Far Western Muria	Dravidian				
fng	Fanagalo	creole or pidgin	Latn			
fni	Fania					
fod	Foodo					
foi	Foi		Latn			
fom	Foma	Bantu				
fon	Fon	Kwa	Latn			
for	Fore	Kainantu-Goroka	Latn			
fos	Siraya	Austronesian	Latn			
fpe	Pichinglis	creole or pidgin	Latn			
fqs	Fas					
frd	Fordata					
frk	Frankish	West Germanic	Latn, Runr	Old Frankish		
frm	Middle French	Romance	Latn		Yes	
fro	Old French	Romance	Latn		Yes	
frp	Franco-Provençal	Romance	Latn	Arpetan, Arpitan	Yes	
frq	Forak	Finisterre				
frr	North Frisian	Frisian	Latn			
frt	Fortsenal	North-Central Vanuatu				
fse	Finnish Sign Language	sign				
fsl	French Sign Language	French Sign Languages				
fss	Finnish-Swedish Sign Language	sign				
fud	East Futuna	Polynesian	Latn	Futunan, Futunian, Futuna		
fuj	Ko					
fum	Fum	Bantoid				
fun	Fulniô	isolate				
fur	Friulian	Romance	Latn			
fut	Futuna-Aniwa	Polynesian	Latn			
fuu	Furu					
fuy	Fuyug					
fvr	Fur					
fwa	Fwâi	New Caledonian	Latn			
fwe	Fwe					
gaa	Ga	Kwa	Latn			
gab	Gabri					
gad	Gaddang	Philippine				
gae	Warekena	Arawakan	Latn	Guarequena		
gaf	Gende					
gag	Gagauz	Oghuz	Latn, Cyrl			
gah	Alekano		Latn	Gahuku		
gai	Borei	Papuan				
gaj	Gadsup					
gak	Gamkonora					
gal	Galoli			Galolen, Talur		
gam	Kandawo					
gan	Gan	Sinitic	Hani			
gao	Gants					
gap	Gal					
gaq	Gata'	Munda				
gar	Galeya	Western Oceanic				
gas	Adiwasi Garasia	Indo-Aryan				
gat	Kenati					
gau	Kondekor	Dravidian		Gadaba, San Gadaba, Gadba, Sano, Kondekar, Kondkor, Konḍekor Gadaba, Mudhili Gadaba		
gaw	Nobonob	Papuan				
gay	Gayo	Northwest Sumatran	Latn			
gba	Gbaya					
gbb	Kaytetye	Arandic	Latn			
gbd	Karadjeri	Pama-Nyungan		Garadjari, Karajarri		
gbe	Niksek	Papuan				
gbf	Gaikundi	Papuan				
gbg	Gbanziri	Ubangian		Banziri, Gbandere, Gbanzili		
gbh	Defi Gbe					
gbi	Galela					
gbj	Bodo Gadaba	Munda		Gutob		
gbk	Gaddi					
gbl	Gamit	Indo-Aryan				
gbm	Garhwali	Indo-Aryan				
gbn	Mo'da					
gbo	Northern Grebo					
gbp	Gbaya-Bossangoa					
gbq	Gbaya-Bozoum					
gbr	Gbagyi					
gbs	Gbesi Gbe					
gbu	Gagadu					
gbv	Gbanu					
gbw	Gabi	Pama-Nyungan	Latn	Gabi-Gabi, Gabi Gabi, Gubbi-Gubbi, Gubbi Gubbi		
gbx	Eastern Xwla Gbe					
gby	Gbari					
gbz	Zoroastrian Dari	Iranian		Behdināni, Gabri, Gavrŭni, Gabrōni		
gcc	Mali					
gcd	Ganggalida					
gce	Galice	Pacific Coast Athabaskan				
gcf	Antillean Creole	creole or pidgin	Latn	Antillean Creole French, Guadeloupean Creole, Guadeloupean Creole French, Saint Lucian Creole, Saint Lucian Creole French		
gcl	Grenadian Creole English	creole or pidgin				
gcn	Gaina					
gcr	Guianese Creole					
gct	Colonia Tovar German	West Germanic	Latn	Alemán Coloniero		
gda	Gade Lohar					
gdb	Ollari	Dravidian		Pottangi Ollar Gadaba, Ollar Gadaba, Ollaro, Hallari, Allar, Hollar Gadbas		
gdc	Gugu Badhun					
gdd	Gedaged	Western Oceanic				
gde	Gude					
gdf	Guduf-Gava	Central Chadic				
gdg	Ga'dang					
gdh	Gadjerawang					
gdi	Gundi	Ubangian				
gdj	Kurtjar	Paman	Latn	Gurdjar, Kunggara		
gdk	Gadang	East Chadic				
gdl	Dirasha	Cushitic				
gdm	Laal		Latn			
gdn	Umanakaina					
gdo	Godoberi	Avaro-Andian	Cyrl	Ghodoberi		
gdq	Mehri	South Arabian	Arab	Mahri		
gdr	Wipi					
gds	Ghandruk Sign Language	sign				
gdt	Kungardutyi					
gdu	Gudu					
gdx	Godwari					
gea	Geruma	West Chadic				
geb	Kire	Papuan				
gec	Gboloo Grebo					
ged	Gade					
geg	Gengle					
geh	Hutterisch	West Germanic	Latn	Hutterite German, Tirolean		
gei	Gebe	Halmahera-Cenderawasih				
gej	Gen					
gek	Gerka	Chadic	Latn	Yiwom		
gel	Fakkanci	Kainji				
geq	Geme	Zande				
ges	Geser-Gorom	Central Malayo-Polynesian				
gev	Viya			Eviya		
gew	Gera	West Chadic				
gex	Garre	Cushitic				
gey	Enya					
gez	Ge'ez	Ethiopian Semitic	Ethi	Ethiopic, Gi'iz		
gfk	Patpatar	Western Oceanic	Latn			
gft	Gafat	Ethiopian Semitic				
gga	Gao	Western Oceanic				
ggb	Gbii					
ggd	Gugadj					
gge	Guragone	Arnhem				
ggg	Gurgula	Indo-Aryan	Arab			
ggk	Kungarakany	Arnhem				
ggl	Ganglau					
ggn	Eastern Gurung					
ggt	Gitua	Western Oceanic				
ggu	Gban					
ggw	Gogodala					
gha	Ghadames	Berber		Ghadamès		
ghe	Southern Ghale					
ghh	Northern Ghale					
ghk	Geko Karen					
ghl	Ghulfan					
ghn	Ghanongga	Western Oceanic				
gho	Ghomara					
ghr	Ghera					
ghs	Guhu-Samane					
ght	Kutang Ghale					
gia	Kitja					
gib	Gibanawa					
gic	Gail					
gid	Gidar					
gig	Goaria	Indo-Aryan	Arab			
gih	Githabul					
gil	Gilbertese	Micronesian	Latn	Kiribati, Kiribatese		
gim	Papuan Gimi	Papuan		Gimi		
gin	Hinukh	Tsezian		Hinuq, Hinux, Ginukh, Ginux		
gio	Gelao	Tai-Kadai				
gip	Austronesian Gimi	Western Oceanic		Gimi		
giq	Green Gelao	Tai-Kadai		Hagei, Hakhi		
gir	Red Gelao	Tai-Kadai		Vandu		
gis	North Giziga					
git	Gitxsan					
giu	Mulao	Tai-Kadai				
giw	White Gelao	Tai-Kadai		Telue, Doulou, Tolo		
gix	Gilima	Ubangian				
giy	Giyug					
giz	South Giziga					
gji	Geji					
gjk	Kachi Koli					
gjm	Gunditjmara					
gjn	Gonja					
gju	Gojri	Indo-Aryan				
gka	Guya	Finisterre				
gke	Ndai					
gkn	Gokana	Benue-Congo				
gko	Kok-Nar	Paman	Latn			
gkp	Guinea Kpelle					
glc	Bon Gula					
gld	Nanai	Tungusic	Cyrl			
glh	Northwest Pashayi	Dardic				
gli	Guliguli	Western Oceanic				
glj	Kulaal					
glk	Gilaki	Iranian	fa-Arab			
glo	Galambu	West Chadic				
glr	Glaro-Twabo					
glu	Gula	Central Sudanic		Sara Gula		
glw	Glavda					
gly	Gule					
gma	Gambera					
gmb	Gula'alaa	Southeast Solomonic				
gmd	Mághdì					
gmg	Magɨyi	Papuan				
gmh	Middle High German	West Germanic	Latn			Yes
gml	Middle Low German	West Germanic	Latn			Yes
gmm	Gbaya-Mbodomo					
gmn	Gimnime					
gmu	Gumalu					
gmv	Gamo					
gmx	Magoma					
gmy	Mycenaean Greek	Hellenic	Linb			
gna	Kaansa					
gnb	Gangte	Kukish				
gnc	Guanche	Berber				
gnd	Zulgo-Gemzek	Central Chadic	Latn	Zulgo, Gemzek, Mineo		
gne	Ganang					
gng	Ngangam					
gnh	Lere					
gni	Gooniyandi	Bunuban	Latn			
gnk	ǁGana			Gana		
gnl	Gangulu					
gnm	Ginuman					
gnn	Gumatj	Yolngu				
gnq	Gana					
gnr	Gureng Gureng					
gnt	Guntai					
gnu	Gnau	Torricelli				
gnw	Western Bolivian Guaraní					
gnz	Ganzi	Ubangian				
goa	Guro					
gob	Playero					
goc	Gorakor	Western Oceanic				
god	Godié					
goe	Gongduk					
gof	Gofa	Omotic	Latn, Ethi			
gog	Gogo					
goh	Old High German	West Germanic	Latn			Yes
goi	Gobasi		Latn	Gobosi, Gebusi, Bibo		
goj	Gowlan					
gok	Gowli					
gol	Gola					
gon	Gondi	Dravidian	Telu	Southern Gondi, Northern Gondi, Aheri Gondi, Adilabad Gondi, Dorla Gondi, Koya Gondi, Maria Gondi, Muria Gondi, Raj Gondi		
goo	Gone Dau	Central-Eastern Oceanic				
gop	Yeretuar	Halmahera-Cenderawasih				
goq	Gorap					
gor	Gorontalo	Philippine	Latn			
got	Gothic	East Germanic	Goth			Yes
gou	Gavar					
gow	Gorowa	Cushitic				
gox	Gobu					
goy	Goundo					
goz	Gozarkhani					
gpa	Gupa-Abawa					
gpn	Taiap					
gqa	Ga'anda					
gqi	Guiqiong					
gqn	Kinikinao	Arawakan		Guana, Guaná, Guana (Brazil), Arawakan Guana		
gqr	Gor					
gqu	Qau	Tai-Kadai		Gao, Aqao, Qau Gelao		
gra	Rajput Garasia	Indo-Aryan				
grb	Grebo					
grc	Ancient Greek	Hellenic	polytonic, Cprt		Yes	Yes
grd	Guruntum					
grg	Madi	Finisterre				
grh	Gbiri-Niragu					
gri	Ghari	Southeast Solomonic				
grj	Southern Grebo					
grm	Kota Marudu Talantang					
gro	Groma					
grq	Gorovu	Papuan				
grr	Taznatit	Berber				
grs	Gresi					
grt	Garo					
gru	Kistane	Ethiopian Semitic				
grv	Central Grebo					
grw	Gweda	Western Oceanic				
grx	Guriaso					
gry	Barclayville Grebo					
grz	Guramalum	Western Oceanic				
gse	Ghanaian Sign Language	sign				
gsg	German Sign Language	German Sign Languages	Sgnw	Deutsche Gebärdensprache		
gsl	Gusilay					
gsm	Guatemalan Sign Language	sign				
gsn	Gusan	Finisterre				
gso	Southwest Gbaya					
gsp	Wasembo					
gss	Greek Sign Language	sign				
gsw	Alemannic German	West Germanic	Latn	Swiss German, Walser German, Walserdeutsch, Walser, Wallisertiitsch		
gta	Guató	isolate	Latn			
gti	Gbati-ri					
gtu	Aghu Tharrnggala	Paman	Latn	Aghu Tharnggala, Aghu Tharnggalu		
gua	Shiki					
gub	Guajajára					
guc	Wayuu	Arawakan		Guajiro, Goajiro, Uagiro		
gud	Yocoboué Dida					
gue	Gurindji	Pama-Nyungan				
guf	Gupapuyngu	Yolngu				
gug	Paraguayan Guaraní					
guh	Guahibo					
gui	Eastern Bolivian Guaraní					
guk	Gumuz					
gul	Gullah	creole or pidgin	Latn	Geechee, Sea Island Creole English		
gum	Guambiano					
gun	Mbyá Guaraní	Tupian	Latn			
guo	Guayabero					
gup	Gunwinggu	Gunwinyguan				
guq	Aché					
gur	Farefare			Frafra, Gurene, Gurenɛ, Gurenne, Gudenne, Gudeni, Zuadeni, Nankani, Naani, Nankanse, Ninkare, Booni		
gus	Guinean Sign Language	sign				
gut	Maléku Jaíka	Chibchan	Latn			
guu	Yanomamö					
guv	Gey					
guw	Gun	Atlantic-Congo	Latn	Gun-Gbe, Gungbe		
gux	Gourmanchéma					
guz	Gusii	Bantu	Latn			
gva	Kaskihá	Mascoian		Guana, Guaná, Guana (Paraguay), Mascoian Guana		
gvc	Guanano	Tucanoan				
gve	Duwet	Western Oceanic				
gvf	Golin	Trans-New Guinea	Latn			
gvj	Guajá					
gvl	Gulay					
gvm	Gurmana					
gvn	Kuku-Yalanji					
gvo	Gavião do Jiparaná					
gvp	Pará Gavião					
gvr	Western Gurung					
gvs	Gumawana	Western Oceanic				
gvy	Guyani					
gwa	Mbato					
gwb	Gwa					
gwc	Kalami	Dardic	Arab			
gwd	Gawwada	Cushitic				
gwe	Gweno	Bantu	Latn			
gwf	Gowro					
gwg	Moo					
gwi	Gwich'in	Athabaskan	Latn	Gwich’in, Kutchin, Takudh, Tukudh, Loucheux		
gwj	Gcwi			Gǀwi, Gǀui		
gwm	Awngthim					
gwn	Gwandara					
gwr	Gwere					
gwt	Gawar-Bati					
gwu	Guwamu					
gww	Kwini					
gwx	Gua					
gxx	Wè Southern					
gya	Northwest Gbaya					
gyb	Garus					
gyd	Kayardild					
gye	Gyem					
gyf	Gungabula					
gyg	Gbayi	Ubangian				
gyi	Gyele					
gyl	Gayil					
gym	Ngäbere					
gyn	Guyanese Creole English					
gyr	Guarayu					
gyy	Gunya	Pama-Nyungan	Latn			
gza	Ganza					
gzi	Gazi	Iranian	fa-Arab			
gzn	Gane	Halmahera-Cenderawasih				
haa	Han	North Athabaskan	Latn	Hän		
hab	Hanoi Sign Language	sign				
hac	Gurani	Iranian	Arab	Gorani, Avromani, Awroman, Awromani, Hawramani, Hawrami, Hewrami, Hourami, Howrami, Ourami		
had	Hatam					
haf	Haiphong Sign Language	sign				
hag	Hanga	Gur				
hah	Hahon	Western Oceanic				
hai	Haida	isolate	Latn			
haj	Hajong	mixed	Beng, Latn			
hak	Hakka	Sinitic	Hani			
hal	Halang	Mon-Khmer				
ham	Hewa					
han	Hangaza	Bantu	Latn			
hao	Hakö	Western Oceanic				
hap	Hupla					
haq	Ha					
har	Harari	Ethiopian Semitic	Ethi			
has	Haisla	Wakashan				
hav	Havu	Bantu				
haw	Hawaiian	Polynesian	Latn		Yes	
hax	Southern Haida					
hay	Haya					
haz	Hazaragi					
hba	Hamba					
hbb	Huba			Kilba		
hbn	Heiban					
hbu	Habu	Central Malayo-Polynesian				
hca	Andaman Creole Hindi					
hch	Huichol	Uto-Aztecan	Latn			
hdn	Northern Haida					
hds	Honduras Sign Language	sign		Honduran Sign Language		
hdy	Hadiyya	Cushitic				
hea	Northern Qiandong Miao	Hmong		Black Miao		
hed	Herdé					
heg	Helong	Central Malayo-Polynesian				
heh	Hehe					
hei	Heiltsuk	Wakashan				
hem	Hemba					
hgm	Haiǁom	Khoisan				
hgw	Haigwai	Western Oceanic				
hhi	Hoia Hoia					
hhr	Kerak					
hhy	Hoyahoya					
hia	Lamang					
hib	Hibito					
hid	Hidatsa	Siouan				
hif	Fiji Hindi	Indo-Aryan	Latn			
hig	Kamwe			Higgi, Higi		
hih	Pamosu					
hii	Hinduri					
hij	Hijuk					
hik	Seit-Kaitetu					
hil	Hiligaynon	Philippine	Latn			Yes
hio	Tshwa			Tsoa, Kua, Cua, Hiechware, Cirecire, Cire-cire, Cire-Cire, Cire Cire		
hir	Himarimã					
hit	Hittite	Anatolian	Xsux			
hiw	Hiw	North-Central Vanuatu				
hix	Hixkaryana	Cariban	Latn	Hixkaryána		
hji	Haji					
hka	Kahe	Bantu				
hke	Hunde	Bantu				
hkk	Hunjara-Kaina Ke					
hks	Hong Kong Sign Language	sign				
hla	Halia	Western Oceanic				
hlb	Halbi	Indo-Aryan	Deva, Orya			
hld	Halang Doan					
hle	Hlersu	Loloish		Sansu		
hlt	Nga La	Kukish		Matu Chin, Matu		
hma	Southern Mashan Hmong	Hmong		Southern Mashan Miao		
hmb	Humburi Senni Songhay					
hmc	Central Huishui Hmong	Hmong		Central Huishui Miao		
hmd	A-Hmao	Hmong	Latn, Plrd	A Hmao, Big Flowery Miao, Large Flowery Miao		
hme	Eastern Huishui Hmong	Hmong		Eastern Huishui Miao		
hmf	Hmong Don	Hmong				
hmg	Southwestern Guiyang Hmong	Hmong				
hmh	Southwestern Huishui Hmong	Hmong		Southwestern Huishui Miao		
hmi	Northern Huishui Hmong	Hmong		Northern Huishui Miao		
hmj	Ge	Hmong		Gedou Miao		
hmk	Maek					
hml	Luopohe Hmong	Hmong				
hmm	Central Mashan Hmong	Hmong		Central Mashan Miao		
hmp	Northern Mashan Hmong	Hmong		Northern Mashan Miao		
hmq	Eastern Qiandong Miao	Hmong		Black Miao		
hmr	Hmar	Kukish				
hms	Southern Qiandong Miao	Hmong		Black Miao		
hmt	Hamtai			Kapau		
hmu	Hamap					
hmv	Hmong Dô	Hmong		Hmong Do		
hmw	Western Mashan Hmong	Hmong		Western Mashan Miao		
hmy	Southern Guiyang Hmong	Hmong				
hmz	Hmong Shua	Hmong		Hmong Sua		
hna	Mina	Chadic		Mina (Cameroon), Hina, Besleri		
hnd	Southern Hindko	Indo-Aryan				
hne	Chhattisgarhi	Indo-Aryan	Deva			
hnh	ǁAni					
hni	Hani	Loloish				
hnj	Green Hmong	Hmong	Latn, Hmng	Hmong Njua, Hmong Leng, Mong Leng, Green Miao, Blue Hmong		
hnn	Hanunoo	Philippine	Hano			
hno	Northern Hindko	Indo-Aryan	Arab	Kagani, Hazara Hindko, Hindki of Hazara		
hns	Caribbean Hindustani	Indo-Aryan				
hnu	Hung	Vietic				
hoa	Hoava	Western Oceanic				
hob	Austronesian Mari	Western Oceanic		Mari (Madang Province), Hop		
hoc	Ho	Munda				
hod	Holma	Chadic				
hoe	Horom	Benue-Congo				
hoh	Hobyót	South Arabian				
hoi	Holikachuk	North Athabaskan	Latn			
hoj	Hadothi	Indo-Aryan		Harauti		
hol	Holu	Bantu				
hom	Homa	Bantu				
hoo	Holoholo	Bantu				
hop	Hopi	Uto-Aztecan	Latn	Moqui		
hor	Horo	Central Sudanic				
hos	Ho Chi Minh City Sign Language	sign				
hot	Hote	Western Oceanic				
hov	Hovongan	Malayo-Polynesian				
how	Honi	Loloish		Haoni, Baihong, Hao-Bai, Ho		
hoy	Holiya	Dravidian				
hoz	Hozo	Omotic				
hpo	Hpon	Tibeto-Burman				
hps	Hawai'i Pidgin Sign Language	sign		Hawaiian Sign Language, Hula, Hawaii Sign Language		
hra	Hrangkhol	Kukish				
hrc	Niwer Mil	Oceanic		Tangga		
hre	Hre	North Bahnaric		Hrê		
hrk	Haruku	Central Malayo-Polynesian				
hrm	Horned Miao	Hmong				
hro	Haroi	Chamic	Latn			
hrp	Nhirrpi					
hrt	Hértevin					
hru	Hruso					
hrw	Warwar Feni	Oceanic	Latn	Feni		
hrx	Hunsrik	West Germanic	Latn	Riograndenser Hunsrückisch		
hrz	Harzani	Iranian		Harzandi		
hsb	Upper Sorbian	Sorbian	Latn	Upper Lusatian, Upper Wendish		
hsh	Hungarian Sign Language	sign				
hsl	Hausa Sign Language	sign				
hsn	Xiang	Sinitic	Hani			
hss	Harsusi	South Arabian				
hti	Hoti	Central Malayo-Polynesian				
hto	Minica Huitoto					
hts	Hadza	isolate	Latn			
htu	Hitu	Central Malayo-Polynesian				
htx	Middle Hittite	Anatolian	Xsux			
hub	Huambisa			Huambiza, Wambisa		
huc	ǂHoan			ǂ’Amkoe, ǂHȍã, ǂHȍȁn		
hud	Huaulu					
huf	Humene					
hug	Huachipaeri					
huh	Huilliche					
hui	Huli					
huj	Northern Guiyang Hmong	Hmong				
huk	Hulung					
hul	Hula	Western Oceanic	Latn			
hum	Hungana					
huo	Hu	Austro-Asiatic				
hup	Hupa	Pacific Coast Athabaskan				
huq	Tsat	Chamic		Hainan Cham, Hui, Huihui, Sanya Hui, Utsat, Utset		
hur	Halkomelem	Salishan	Latn			
hus	Wastek	Mayan	Latn			
hut	Humla					
huu	Murui Huitoto					
huv	Huave		Latn	San Mateo del Mar Huave, San Dionisio del Mar Huave, Santa María del Mar Huave, San Francisco del Mar Huave		
huw	Hukumina	Central Malayo-Polynesian		Palumata		
hux	Nüpode Huitoto					
huy	Hulaulá					
huz	Hunzib	Tsezian	Cyrl			Yes
hvc	Haitian Vodoun Culture Language	creole or pidgin	Latn	Langaj, Langay		
hvk	Haveke	New Caledonian	Latn			
hvn	Sabu	Central Malayo-Polynesian	Latn	Savu		
hwa	Wané					
hwo	Hwana					
hya	Hya					
iai	Iaai	Central-Eastern Oceanic				
ian	Iatmul					
iar	Purari					
iba	Iban	Malayic	Latn			
ibb	Ibibio	Benue-Congo	Latn			
ibd	Iwaidja	Iwaidjan	Latn			
ibe	Akpes					
ibg	Ibanag	Philippine				
ibl	Ibaloi	Philippine		Ibaloy, Inibaloi, Inibaloy		
ibm	Agoi	Benue-Congo				
ibn	Ibino					
ibr	Ibuoro					
ibu	Ibu					
iby	Ibani					
ica	Ede Ica					
ich	Etkywan					
icl	Icelandic Sign Language	sign				
icr	Islander Creole English					
ida	Idakho-Isukha-Tiriki					
idb	Indo-Portuguese	creole or pidgin	Latn			
idc	Idon					
idd	Ede Idaca					
ide	Idere					
idi	Idi					
idr	Indri					
ids	Idesa	Edoid	Latn			
idt	Idaté	Central Malayo-Polynesian				
idu	Idoma	Atlantic-Congo				
ifa	Amganad Ifugao			Amganad Ifugaw		
ifb	Batad Ifugao			Batad Ifugaw, Ifugaw, Batad		
ife	Ifè					
iff	Ifo					
ifk	Tuwali Ifugao			Tuwali Ifugaw		
ifm	Teke-Fuumu					
ifu	Mayoyao Ifugao	Philippine	Latn	Mayoyao Ifugaw		
ify	Keley-I Kallahan					
igb	Ebira					
ige	Igede	Atlantic-Congo				
igg	Igana	Papuan				
igl	Igala					
igm	Kanggape	Papuan				
ign	Ignaciano	Arawakan		Ignaciano Moxos, Moxo, Moxos, Mojo, Moxa		
igo	Isebe					
igs	Glosa	constructed				
igw	Igwe	Edoid	Latn			
ihb	Iha Based Pidgin					
ihi	Ihievbe	Edoid	Latn			
ihp	Iha					
ijc	Izon	Niger-Congo	Latn	Kolokuma, Ekpetiama, Gbanran, Central-Western Ijo		
ije	Biseni					
ijj	Ede Ije					
ijn	Kalabari					
ijs	Southeast Ijo	Niger-Congo	Latn	Southeastern Ijo, Nembe		
ike	Eastern Canadian Inuktitut	Inuit	Cans			
iki	Iko					
ikk	Ika					
ikl	Ikulu	Benue-Congo	Latn	Kulu		
iko	Olulumo-Ikom	Benue-Congo				
ikp	Ikpeshi	Edoid	Latn			
ikr	Ikaranggal	Pama-Nyungan		Ikarranggal, Ikarranggali		
iks	Inuit Sign Language	sign		Inuit Uukturausingit, ISL, IUR		
ikt	Western Canadian Inuktitut	Inuit	Cans			
ikv	Iku-Gora-Ankwa					
ikw	Ikwere					
ikx	Ik	Nilo-Saharan	Latn			
ikz	Ikizu					
ila	Ile Ape					
ilb	Ila	Bantu	Latn			
ilg	Ilgar	Iwaidjan	Latn	Garig		
ili	Ili Turki	Turkic				
